source_ip_hash,dest_ip_hash,dest_port,protocol_numeric,bytes_in,bytes_out,total_bytes,bytes_ratio,hour_of_day,day_of_week,is_weekend,is_business_hours,source_is_private,dest_is_private,source_is_internal,dest_is_internal,is_external_connection,ip_geolocation_risk,is_well_known_port,is_high_risk_port,is_high_port,is_web_port,is_ssh_port,is_database_port,port_category,is_high_volume,is_low_volume,is_upload_heavy,is_download_heavy,traffic_symmetry,has_failed_attempts,suspicious_user_agent,potential_sql_injection,potential_xss,potential_dos,repeated_connections,label
827,8396,22,0,145,32,177,0.2206896551724138,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.3615819209039548,True,False,False,False,False,False,brute_force
4464,2181,380,1,14,7,21,0.5,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.6666666666666667,False,False,False,False,False,False,port_scan
9535,9345,53,2,726,51,777,0.07024793388429752,1,6,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.13127413127413123,False,False,False,False,False,False,normal
4555,3296,53,1,861,440,1301,0.5110336817653891,18,4,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.676402767102229,False,False,False,False,False,False,normal
2,8192,80,2,4257,499,4756,0.11721869861404745,11,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.2098402018502944,False,False,False,False,False,False,normal
3273,4770,443,1,2451,763,3214,0.3113015095879233,17,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.47479775980087113,False,False,False,False,False,False,normal
3868,6938,443,1,622,256,878,0.4115755627009646,22,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.5831435079726651,False,False,False,False,False,False,normal
8838,2947,53,1,458,458,916,1.0,5,4,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,1.0,False,False,False,False,False,False,normal
5824,4834,443,1,58,0,58,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
5824,4834,443,1,34,0,34,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
9489,3944,22,1,974,468,1442,0.4804928131416838,7,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.6490984743411927,False,False,False,False,False,False,normal
8838,8645,53,1,763,350,1113,0.45871559633027525,8,3,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.628930817610063,False,False,False,False,False,False,normal
965,1388,22,1,850,385,1235,0.45294117647058824,7,0,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.6234817813765182,False,False,False,False,False,False,normal
8665,3868,80,1,4214,1715,5929,0.4069767441860465,13,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.578512396694215,False,False,False,False,False,False,normal
827,8396,22,0,197,62,259,0.3147208121827411,1,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.4787644787644788,False,False,False,False,False,True,brute_force
4464,2181,810,1,47,6,53,0.1276595744680851,2,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.2264150943396226,True,False,False,False,False,False,port_scan
3558,8320,22,1,621,400,1021,0.644122383252818,19,0,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.7835455435847208,False,False,False,False,False,False,normal
2180,6938,443,1,659,382,1041,0.5796661608497724,20,4,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7339097022094141,False,False,False,False,False,False,normal
8272,8396,53,1,406,280,686,0.6896551724137931,4,3,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.8163265306122449,False,False,False,False,False,False,normal
2947,598,443,2,4549,827,5376,0.1817981974060233,13,1,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.30766369047619047,False,False,False,False,False,False,normal
5489,4555,22,1,159,99,258,0.6226415094339622,0,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.7674418604651163,False,False,False,False,False,False,normal
6108,4777,22,1,974,181,1155,0.18583162217659138,10,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.3134199134199134,False,False,False,False,False,False,normal
4464,2181,360,1,16,4,20,0.25,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.4,True,False,False,False,False,False,port_scan
4464,2181,620,1,50,50,100,1.0,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,False,False,False,1.0,True,False,False,False,False,False,port_scan
7841,7129,22,1,958,247,1205,0.2578288100208768,21,4,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.4099585062240664,False,False,False,False,False,False,normal
3168,5606,443,2,1938,92,2030,0.047471620227038186,15,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.09064039408866997,False,False,False,False,False,False,normal
827,8396,22,0,92,99,191,1.076086956521739,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.9633507853403142,True,False,False,False,False,True,brute_force
1920,6938,80,1,2867,1724,4591,0.6013254272758981,14,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7510346329775648,False,False,False,False,False,False,normal
7819,7748,21,1,271,10437,10708,38.51291512915129,2,6,True,False,True,False,True,False,True,1,True,False,False,False,False,False,1,True,False,True,False,0.05061636159880467,False,False,False,False,False,False,data_exfiltration
4844,5426,53,1,494,96,590,0.19433198380566802,4,4,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.3254237288135593,False,False,False,False,False,False,normal
1959,2995,22,2,848,306,1154,0.3608490566037736,7,1,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.5303292894280762,False,False,False,False,False,False,normal
4012,9136,80,4,684,367,1051,0.5365497076023392,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,False,0.698382492863939,False,True,True,False,False,False,sql_injection
1677,6938,443,1,2016,1143,3159,0.5669642857142857,12,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7236467236467237,False,False,False,False,False,False,normal
2995,965,443,2,904,147,1051,0.16261061946902655,20,2,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.2797335870599429,False,False,False,False,False,False,normal
4844,4343,443,2,925,322,1247,0.3481081081081081,6,2,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.516439454691259,False,False,False,False,False,False,normal
4012,9136,80,4,947,317,1264,0.3347412882787751,3,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.5015822784810127,True,True,True,False,False,False,sql_injection
6293,3296,22,1,643,133,776,0.20684292379471228,1,4,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.3427835051546392,False,False,False,False,False,False,normal
5824,4834,443,1,10,0,10,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
2,8687,443,1,460,55,515,0.11956521739130435,8,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.21359223300970875,False,False,False,False,False,False,normal
6780,4343,22,1,694,114,808,0.1642651296829971,21,2,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.2821782178217822,False,False,False,False,False,False,normal
9345,8192,80,2,1774,667,2441,0.37598647125140927,17,0,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.5464973371569029,False,False,False,False,False,False,normal
6108,1920,443,1,733,438,1171,0.597544338335607,11,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7480785653287788,False,False,False,False,False,False,normal
8252,3944,22,1,471,142,613,0.30148619957537154,10,6,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.4632952691680261,False,False,False,False,False,False,normal
4464,2181,650,1,12,36,48,3.0,2,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,True,False,0.5,True,False,False,False,False,False,port_scan
4464,2181,100,1,9,40,49,4.444444444444445,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,True,False,0.36734693877551017,True,False,False,False,False,False,port_scan
2947,6108,443,1,447,304,751,0.680089485458613,21,0,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.8095872170439414,False,False,False,False,False,False,normal
4464,2181,950,1,8,25,33,3.125,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,True,False,0.48484848484848486,False,False,False,False,False,False,port_scan
7819,7748,21,1,500,1199,1699,2.398,6,6,True,False,True,False,True,False,True,1,True,False,False,False,False,False,1,False,False,True,False,0.5885815185403178,False,False,False,False,False,False,data_exfiltration
7747,2,443,1,280,450,730,1.6071428571428572,0,5,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7671232876712328,False,False,False,False,False,False,normal
692,4770,53,1,253,265,518,1.0474308300395256,0,2,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.9768339768339769,False,False,False,False,False,False,normal
4012,9136,80,4,431,196,627,0.4547563805104408,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.6251993620414673,True,True,True,False,False,False,sql_injection
4464,2181,300,1,0,29,29,1000.0,2,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,True,False,0.0,True,False,False,False,False,False,port_scan
827,8396,22,0,117,89,206,0.7606837606837606,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.8640776699029127,True,False,False,False,False,True,brute_force
7373,8396,53,1,127,347,474,2.732283464566929,17,5,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,True,False,0.5358649789029536,False,False,False,False,False,False,normal
9336,8311,443,1,92,182,274,1.9782608695652173,23,2,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.6715328467153285,False,False,False,False,False,False,normal
696,3168,443,1,818,263,1081,0.3215158924205379,9,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.486586493987049,False,False,False,False,False,False,normal
4445,8716,53,2,953,91,1044,0.09548793284365163,3,0,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.17432950191570884,False,False,False,False,False,False,normal
4012,9136,80,4,578,114,692,0.1972318339100346,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.32947976878612717,False,True,True,False,False,False,sql_injection
6293,5489,443,1,3726,658,4384,0.17659688674181429,16,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.3001824817518248,False,False,False,False,False,False,normal
670,5187,443,1,520,387,907,0.7442307692307693,22,1,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.8533627342888643,False,False,False,False,False,False,normal
4766,8645,53,1,868,339,1207,0.39055299539170507,3,2,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.5617232808616404,False,False,False,False,False,False,normal
4012,9136,80,4,292,193,485,0.660958904109589,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,False,0.7958762886597939,False,True,True,False,False,False,sql_injection
4464,2181,910,1,48,8,56,0.16666666666666666,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.2857142857142857,False,False,False,False,False,False,port_scan
4464,2181,160,1,25,24,49,0.96,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.9795918367346939,False,False,False,False,False,False,port_scan
3783,6780,443,2,3186,365,3551,0.11456371625863151,16,1,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.20557589411433397,False,False,False,False,False,False,normal
827,8396,22,0,88,92,180,1.0454545454545454,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.9777777777777777,False,False,False,False,False,True,brute_force
9136,1388,443,2,1909,498,2407,0.2608695652173913,15,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.4137931034482759,False,False,False,False,False,False,normal
8192,6349,443,1,664,82,746,0.12349397590361445,4,1,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.21983914209115285,False,False,False,False,False,False,normal
7819,7748,21,1,342,52687,53029,154.05555555555554,4,6,True,False,True,False,True,False,True,1,True,False,False,False,False,False,1,True,False,True,False,0.012898602651379432,False,False,False,False,False,False,data_exfiltration
8192,9807,22,1,853,201,1054,0.23563892145369286,4,3,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.381404174573055,False,False,False,False,False,False,normal
3558,9807,443,1,982,1600,2582,1.629327902240326,9,2,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7606506584043378,False,False,False,False,False,False,normal
7596,3087,22,1,755,324,1079,0.4291390728476821,0,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.6005560704355886,False,False,False,False,False,False,normal
4464,2181,780,1,40,49,89,1.225,2,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.898876404494382,True,False,False,False,False,False,port_scan
3868,5174,443,1,836,275,1111,0.32894736842105265,0,1,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.49504950495049505,False,False,False,False,False,False,normal
4445,553,80,1,1124,1514,2638,1.3469750889679715,12,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.8521607278241092,False,False,False,False,False,False,normal
9136,1677,443,1,174,122,296,0.7011494252873564,6,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.8243243243243243,False,False,False,False,False,False,normal
827,8396,22,0,60,36,96,0.6,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,True,False,False,0.75,False,False,False,False,False,True,brute_force
9097,4720,443,1,874,433,1307,0.4954233409610984,22,5,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.6625860749808723,False,False,False,False,False,False,normal
7596,5994,443,1,811,461,1272,0.5684340320591862,11,5,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7248427672955975,False,False,False,False,False,False,normal
5824,4834,443,1,12,0,12,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
2995,8812,22,1,169,273,442,1.6153846153846154,3,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.7647058823529411,False,False,False,False,False,False,normal
9489,4441,80,1,3702,1002,4704,0.2706645056726094,14,0,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.42602040816326525,False,False,False,False,False,False,normal
8812,692,22,1,98,196,294,2.0,19,6,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.6666666666666667,False,False,False,False,False,False,normal
692,5174,443,1,820,376,1196,0.4585365853658537,19,0,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.6287625418060201,False,False,False,False,False,False,normal
4464,2181,350,1,27,21,48,0.7777777777777778,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.875,True,False,False,False,False,False,port_scan
3868,8252,443,1,973,24,997,0.024665981500513873,20,5,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.0481444332998997,False,False,False,False,False,False,normal
7819,9718,53,2,360,143,503,0.3972222222222222,18,1,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.5685884691848906,False,False,False,False,False,False,normal
5824,4834,443,1,27,0,27,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
8665,4766,22,1,545,350,895,0.6422018348623854,6,2,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.782122905027933,False,False,False,False,False,False,normal
8311,7421,22,1,929,94,1023,0.10118406889128095,2,0,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.1837732160312805,False,False,False,False,False,False,normal
1959,7029,80,2,2796,1129,3925,0.40379113018597995,13,1,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.5752866242038217,False,False,False,False,False,False,normal
6293,4055,443,2,387,137,524,0.35400516795865633,22,1,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.5229007633587786,False,False,False,False,False,False,normal
4012,9136,80,4,918,153,1071,0.16666666666666666,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.2857142857142857,True,False,True,False,False,False,sql_injection
4055,3203,53,1,934,236,1170,0.25267665952890794,16,5,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.40341880341880343,False,False,False,False,False,False,normal
6748,47,22,1,205,231,436,1.1268292682926828,21,3,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.9403669724770642,False,False,False,False,False,False,normal
827,8396,22,0,187,94,281,0.5026737967914439,3,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.6690391459074734,True,False,False,False,False,True,brute_force
5606,9807,443,1,934,1736,2670,1.8586723768736617,10,1,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.699625468164794,False,False,False,False,False,False,normal
827,8396,22,0,81,89,170,1.0987654320987654,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.9529411764705882,False,False,False,False,False,True,brute_force
1388,9417,22,1,953,301,1254,0.31584470094438616,3,6,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.4800637958532695,False,False,False,False,False,False,normal
4464,2181,1433,1,8,14,22,1.75,1,2,False,False,False,True,False,True,True,1,False,True,True,False,False,True,2,False,True,False,False,0.7272727272727273,False,False,False,False,False,False,port_scan
5824,4834,443,1,58,0,58,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
4464,2181,900,1,35,1,36,0.02857142857142857,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.05555555555555558,True,False,False,False,False,False,port_scan
1920,1125,80,1,4118,136,4254,0.03302574065080136,14,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.06393982134461684,False,False,False,False,False,False,normal
7819,7748,22,1,113,78390,78503,693.7168141592921,3,6,True,False,True,False,True,False,True,1,True,False,False,False,True,False,1,True,False,True,False,0.0028788708711768862,False,False,False,False,False,False,data_exfiltration
7819,7748,22,1,487,62948,63435,129.25667351129363,2,6,True,False,True,False,True,False,True,1,True,False,False,False,True,False,1,True,False,True,False,0.015354299676834549,False,False,False,False,False,False,data_exfiltration
5824,4834,443,1,25,0,25,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
9807,6748,443,1,3842,1743,5585,0.4536699635606455,9,1,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.6241718889883616,False,False,False,False,False,False,normal
28,9336,443,1,85,57,142,0.6705882352941176,5,3,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.8028169014084507,False,False,False,False,False,False,normal
4464,2181,650,1,18,4,22,0.2222222222222222,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.36363636363636365,False,False,False,False,False,False,port_scan
7819,7748,443,1,149,89576,89725,601.1812080536913,2,6,True,False,True,False,True,False,True,1,True,False,False,True,False,False,1,True,False,True,False,0.003321259403733623,False,False,False,False,False,False,data_exfiltration
7747,5426,22,2,518,272,790,0.525096525096525,21,6,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.6886075949367089,False,False,False,False,False,False,normal
8252,8812,443,1,674,221,895,0.327893175074184,1,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.493854748603352,False,False,False,False,False,False,normal
9345,2,443,1,3860,566,4426,0.1466321243523316,15,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.25576140985088114,False,False,False,False,False,False,normal
4720,1388,53,2,658,471,1129,0.71580547112462,12,6,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.8343666961913198,False,False,False,False,False,False,normal
4441,5426,22,1,834,163,997,0.19544364508393286,0,4,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.32698094282848544,False,False,False,False,False,False,normal
