source_ip_hash,dest_ip_hash,dest_port,protocol_numeric,bytes_in,bytes_out,total_bytes,bytes_ratio,hour_of_day,day_of_week,is_weekend,is_business_hours,source_is_private,dest_is_private,source_is_internal,dest_is_internal,is_external_connection,ip_geolocation_risk,is_well_known_port,is_high_risk_port,is_high_port,is_web_port,is_ssh_port,is_database_port,port_category,is_high_volume,is_low_volume,is_upload_heavy,is_download_heavy,traffic_symmetry,has_failed_attempts,suspicious_user_agent,potential_sql_injection,potential_xss,potential_dos,repeated_connections,label
3203,9718,53,1,154,23,177,0.14935064935064934,21,4,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.25988700564971756,False,False,False,False,False,False,normal
7819,7748,21,1,256,50265,50521,196.34765625,5,6,True,False,True,False,True,False,True,1,True,False,False,False,False,False,1,True,False,True,False,0.010134399556619988,False,False,False,False,False,False,data_exfiltration
4464,2181,660,1,15,33,48,2.2,2,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,True,False,0.625,False,False,False,False,False,False,port_scan
2947,9336,443,1,766,188,954,0.2454308093994778,7,3,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.3941299790356394,False,False,False,False,False,False,normal
827,8396,22,0,170,49,219,0.28823529411764703,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.4474885844748858,False,False,False,False,False,True,brute_force
9807,6861,53,1,336,67,403,0.19940476190476192,19,1,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.33250620347394544,False,False,False,False,False,False,normal
598,5489,443,1,4634,1137,5771,0.2453603798014674,13,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.39403916132386063,False,False,False,False,False,False,normal
5824,4834,443,1,15,0,15,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
4012,9136,80,4,851,386,1237,0.4535840188014101,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.6240905416329829,False,True,True,False,False,False,sql_injection
4777,8687,443,1,556,157,713,0.2823741007194245,6,5,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.4403927068723703,False,False,False,False,False,False,normal
6861,696,80,1,4462,1491,5953,0.33415508740475125,15,1,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.500923903913993,False,False,False,False,False,False,normal
5824,4834,443,1,30,0,30,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
7819,7748,22,1,257,6166,6423,23.992217898832685,7,6,True,False,True,False,True,False,True,1,True,False,False,False,True,False,1,False,False,True,False,0.08002491047796978,False,False,False,False,False,False,data_exfiltration
5824,4834,443,1,1,0,1,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,False,False,False,False,True,True,dos_attack
4555,3868,80,1,4154,1273,5427,0.3064516129032258,16,0,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.4691358024691358,False,False,False,False,False,False,normal
670,1920,22,1,821,156,977,0.1900121802679659,22,2,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.3193449334698055,False,False,False,False,False,False,normal
5824,4834,443,1,54,0,54,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,False,False,False,False,True,True,dos_attack
9557,8838,443,1,341,337,678,0.9882697947214076,22,2,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.9941002949852508,False,False,False,False,False,False,normal
47,3944,22,1,949,241,1190,0.25395152792413067,19,6,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.4050420168067227,False,False,False,False,False,False,normal
1959,4777,80,1,2633,1415,4048,0.5374097987086973,17,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.6991106719367589,False,False,False,False,False,False,normal
1920,2947,53,1,684,215,899,0.31432748538011696,3,3,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.4783092324805339,False,False,False,False,False,False,normal
2541,2541,443,1,552,182,734,0.32971014492753625,20,4,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.49591280653950953,False,False,False,False,False,False,normal
2032,8311,22,1,64,382,446,5.96875,6,2,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,True,False,0.2869955156950673,False,False,False,False,False,False,normal
4464,2181,900,1,35,1,36,0.02857142857142857,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.05555555555555558,True,False,False,False,False,False,port_scan
8812,8192,80,1,765,143,908,0.1869281045751634,13,0,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.31497797356828194,False,False,False,False,False,False,normal
7421,8730,22,1,925,275,1200,0.2972972972972973,15,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.45833333333333337,False,False,False,False,False,False,normal
4464,2181,170,1,29,26,55,0.896551724137931,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.9454545454545454,True,False,False,False,False,False,port_scan
9097,8396,53,1,556,229,785,0.4118705035971223,5,6,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.5834394904458599,False,False,False,False,False,False,normal
4012,9136,80,4,648,158,806,0.24382716049382716,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.39205955334987597,False,True,True,False,False,False,sql_injection
4766,8645,53,1,868,339,1207,0.39055299539170507,3,2,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.5617232808616404,False,False,False,False,False,False,normal
4464,2181,620,1,50,50,100,1.0,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,False,False,False,1.0,True,False,False,False,False,False,port_scan
5824,4834,443,1,18,0,18,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,False,False,False,False,True,True,dos_attack
7029,6938,22,1,800,467,1267,0.58375,4,4,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.7371744277821626,False,False,False,False,False,False,normal
4464,2181,530,1,23,13,36,0.5652173913043478,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.7222222222222222,False,False,False,False,False,False,port_scan
9345,696,53,1,204,24,228,0.11764705882352941,21,0,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.21052631578947367,False,False,False,False,False,False,normal
4777,553,443,1,606,198,804,0.32673267326732675,22,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.4925373134328358,False,False,False,False,False,False,normal
6293,8320,22,2,239,209,448,0.8744769874476988,16,6,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.9330357142857143,False,False,False,False,False,False,normal
9136,2181,80,1,3970,1475,5445,0.371536523929471,13,0,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.54178145087236,False,False,False,False,False,False,normal
4012,9136,80,4,884,292,1176,0.33031674208144796,3,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.4965986394557823,True,False,True,False,False,False,sql_injection
7596,778,22,1,2828,1696,4524,0.5997171145685997,13,0,False,True,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.7497789566755084,False,False,False,False,False,False,normal
7596,7586,80,2,4599,1919,6518,0.4172646227440748,14,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.588830929733047,False,False,False,False,False,False,normal
8665,8128,22,1,2360,279,2639,0.11822033898305084,9,1,False,True,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.21144372868510797,False,False,False,False,False,False,normal
827,8396,22,0,195,53,248,0.2717948717948718,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.42741935483870963,True,False,False,False,False,True,brute_force
827,8396,22,0,108,64,172,0.5925925925925926,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.7441860465116279,False,False,False,False,False,True,brute_force
6748,28,22,1,194,60,254,0.30927835051546393,20,1,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.4724409448818898,False,False,False,False,False,False,normal
9807,3273,22,1,528,475,1003,0.8996212121212122,3,1,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.9471585244267199,False,False,False,False,False,False,normal
3944,6293,443,2,229,60,289,0.26200873362445415,6,2,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.4152249134948097,False,False,False,False,False,False,normal
2519,8894,443,1,1082,65,1147,0.06007393715341959,14,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.11333914559721014,False,False,False,False,False,False,normal
5824,4834,443,1,53,0,53,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,False,False,False,False,True,True,dos_attack
4770,2327,443,1,993,266,1259,0.2678751258811682,2,0,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.42255758538522636,False,False,False,False,False,False,normal
7819,965,53,1,787,311,1098,0.3951715374841169,17,5,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.5664845173041895,False,False,False,False,False,False,normal
4464,2181,20,1,14,19,33,1.3571428571428572,2,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.8484848484848485,False,False,False,False,False,False,port_scan
8687,4834,53,1,1309,1829,3138,1.397249809014515,17,0,False,True,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.834289356277884,False,False,False,False,False,False,normal
827,8396,22,0,67,27,94,0.40298507462686567,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,True,False,True,0.574468085106383,True,False,False,False,False,True,brute_force
5824,4834,443,1,13,0,13,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,False,False,False,False,True,True,dos_attack
9489,3944,22,1,974,468,1442,0.4804928131416838,7,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.6490984743411927,False,False,False,False,False,False,normal
6748,4766,22,1,914,74,988,0.08096280087527352,3,1,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.1497975708502024,False,False,False,False,False,False,normal
827,8396,22,0,174,64,238,0.367816091954023,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.5378151260504201,True,False,False,False,False,True,brute_force
5505,4441,443,2,812,437,1249,0.5381773399014779,18,3,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.699759807846277,False,False,False,False,False,False,normal
8838,8645,53,1,763,350,1113,0.45871559633027525,8,3,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.628930817610063,False,False,False,False,False,False,normal
1025,8311,443,1,228,155,383,0.6798245614035088,0,4,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.8093994778067886,False,False,False,False,False,False,normal
4777,6780,443,1,335,1062,1397,3.1701492537313434,16,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,True,False,0.47959914101646384,False,False,False,False,False,False,normal
827,8396,22,0,161,98,259,0.6086956521739131,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.7567567567567568,True,False,False,False,False,True,brute_force
4464,2181,650,1,18,39,57,2.1666666666666665,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,True,False,0.631578947368421,False,False,False,False,False,False,port_scan
7373,4445,80,1,2025,211,2236,0.10419753086419753,16,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.18872987477638636,False,False,False,False,False,False,normal
2541,4766,22,1,514,278,792,0.5408560311284046,12,6,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.702020202020202,False,False,False,False,False,False,normal
9489,3868,443,1,814,329,1143,0.40417690417690416,7,2,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.5756780402449694,False,False,False,False,False,False,normal
47,8311,22,2,975,463,1438,0.4748717948717949,21,0,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.6439499304589709,False,False,False,False,False,False,normal
5824,4834,443,1,10,0,10,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,False,False,False,False,True,True,dos_attack
7586,2995,443,1,209,100,309,0.4784688995215311,2,1,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.6472491909385114,False,False,False,False,False,False,normal
2032,670,443,1,692,255,947,0.3684971098265896,22,5,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.5385427666314677,False,False,False,False,False,False,normal
4464,2181,690,1,23,5,28,0.21739130434782608,2,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.3571428571428571,True,False,False,False,False,False,port_scan
5824,4834,443,1,88,0,88,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,False,False,False,False,True,True,dos_attack
5824,4834,443,1,60,0,60,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,False,False,False,False,True,True,dos_attack
9557,4343,80,2,3460,702,4162,0.20289017341040463,17,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.3373378183565593,False,False,False,False,False,False,normal
3944,8396,22,1,628,207,835,0.32961783439490444,14,6,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.49580838323353293,False,False,False,False,False,False,normal
6293,9807,53,1,378,225,603,0.5952380952380952,13,6,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.7462686567164178,False,False,False,False,False,False,normal
4464,2181,380,1,49,46,95,0.9387755102040817,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.968421052631579,True,False,False,False,False,False,port_scan
4464,2181,410,1,45,14,59,0.3111111111111111,2,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.47457627118644063,True,False,False,False,False,False,port_scan
4012,9136,80,4,959,424,1383,0.4421272158498436,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.6131597975415763,False,True,True,False,False,False,sql_injection
7314,6748,443,1,203,118,321,0.5812807881773399,23,2,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7352024922118381,False,False,False,False,False,False,normal
8252,553,443,1,1353,941,2294,0.6954915003695491,11,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.8204010462074978,False,False,False,False,False,False,normal
8396,6861,53,1,709,60,769,0.0846262341325811,7,6,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.15604681404421328,False,False,False,False,False,False,normal
5824,4834,443,1,53,0,53,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
5994,5994,53,1,310,204,514,0.6580645161290323,18,6,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.7937743190661479,False,False,False,False,False,False,normal
827,8396,22,0,161,85,246,0.5279503105590062,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.6910569105691057,False,False,False,False,False,True,brute_force
4555,3087,443,1,371,182,553,0.49056603773584906,5,4,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.6582278481012658,False,False,False,False,False,False,normal
827,8396,22,0,162,28,190,0.1728395061728395,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.2947368421052632,True,False,False,False,False,True,brute_force
3868,2032,443,1,4273,868,5141,0.20313597004446524,11,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.3376774946508462,False,False,False,False,False,False,normal
5824,4834,443,1,24,0,24,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
1677,4555,53,1,86,204,290,2.372093023255814,3,2,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,True,False,0.5931034482758621,False,False,False,False,False,False,normal
2541,3783,443,2,957,171,1128,0.1786833855799373,5,4,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.30319148936170215,False,False,False,False,False,False,normal
6349,3168,53,1,1859,1802,3661,0.9693383539537386,17,3,False,True,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.9844304834744605,False,False,False,False,False,False,normal
5824,4834,443,1,76,0,76,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
827,8396,22,0,161,58,219,0.36024844720496896,1,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.5296803652968036,True,False,False,False,False,True,brute_force
4012,9136,80,4,723,325,1048,0.44951590594744123,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.6202290076335878,True,True,True,False,False,False,sql_injection
4527,47,443,1,1825,1519,3344,0.8323287671232876,11,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.9084928229665071,False,False,False,False,False,False,normal
3043,1677,443,1,1735,530,2265,0.30547550432276654,9,2,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.4679911699779249,False,False,False,False,False,False,normal
7596,5994,443,1,811,461,1272,0.5684340320591862,11,5,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7248427672955975,False,False,False,False,False,False,normal
7314,47,80,1,1641,1809,3450,1.1023765996343693,10,1,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.951304347826087,False,False,False,False,False,False,normal
8645,7596,443,1,3485,726,4211,0.20832137733142037,17,0,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.34481120873901683,False,False,False,False,False,False,normal
7819,7748,21,1,255,27373,27628,107.34509803921569,3,6,True,False,True,False,True,False,True,1,True,False,False,False,False,False,1,True,False,True,False,0.018459533806283512,False,False,False,False,False,False,data_exfiltration
598,6349,53,2,129,141,270,1.0930232558139534,2,4,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.9555555555555556,False,False,False,False,False,False,normal
670,9557,22,1,938,288,1226,0.3070362473347548,18,3,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.46982055464926586,False,False,False,False,False,False,normal
4464,2181,890,1,26,26,52,1.0,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,1.0,True,False,False,False,False,False,port_scan
5824,4834,443,1,55,0,55,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
827,8396,22,0,82,32,114,0.3902439024390244,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.5614035087719298,True,False,False,False,False,True,brute_force
965,2541,53,2,370,287,657,0.7756756756756756,0,6,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.873668188736682,False,False,False,False,False,False,normal
4464,2181,810,1,8,43,51,5.375,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,True,False,0.3137254901960784,True,False,False,False,False,False,port_scan
4720,4055,22,2,144,312,456,2.1666666666666665,4,3,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,True,False,0.631578947368421,False,False,False,False,False,False,normal
4012,9136,80,4,411,382,793,0.9294403892944039,1,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,False,0.9634300126103404,False,True,True,False,False,False,sql_injection
8716,3168,22,1,911,102,1013,0.1119648737650933,18,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.20138203356367224,False,False,False,False,False,False,normal
9489,8716,443,1,644,111,755,0.17236024844720496,20,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.2940397350993378,False,False,False,False,False,False,normal
9535,4343,22,1,839,180,1019,0.21454112038140644,18,3,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.35328753680078506,False,False,False,False,False,False,normal
6748,1025,443,2,4907,540,5447,0.11004687181577338,9,1,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.1982742794198642,False,False,False,False,False,False,normal
7596,9136,443,2,728,108,836,0.14835164835164835,16,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.2583732057416268,False,False,False,False,False,False,normal
5174,3783,22,1,784,236,1020,0.3010204081632653,2,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.4627450980392157,False,False,False,False,False,False,normal
3868,2541,22,2,174,199,373,1.1436781609195403,7,0,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.9329758713136729,False,False,False,False,False,False,normal
4012,9136,80,4,925,347,1272,0.37513513513513513,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.5455974842767295,False,True,True,False,False,False,sql_injection
827,8396,22,0,143,74,217,0.5174825174825175,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.6820276497695852,False,False,False,False,False,True,brute_force
4343,6748,443,1,318,199,517,0.6257861635220126,14,0,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.769825918762089,False,False,False,False,False,False,normal
7421,3087,80,1,464,260,724,0.5603448275862069,13,1,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.718232044198895,False,False,False,False,False,False,normal
9417,8311,443,1,866,42,908,0.04849884526558892,0,3,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.09251101321585908,False,False,False,False,False,False,normal
4464,2181,820,1,27,1,28,0.037037037037037035,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.0714285714285714,False,False,False,False,False,False,port_scan
